,c_noausentes_1er_anio,cursadas_ap_1er_anio,c_libres_1er_anio,cursadas_1er_anio,fracaso_academico
3883,9,8,0,10,0
3884,5,0,4,7,1
3885,0,0,0,3,0
3886,1,0,1,2,0
3887,0,0,0,2,0
3888,6,4,2,8,0
3889,0,0,0,2,0
3890,5,1,3,6,0
3891,6,3,2,7,0
3892,0,0,0,1,0
3893,2,2,0,4,0
3894,1,0,1,1,1
3895,6,4,2,8,0
3896,6,3,3,6,0
3897,1,0,0,7,0
3898,0,0,0,1,0
3899,2,1,1,4,0
3900,1,0,0,7,0
3901,0,0,0,7,0
3902,3,2,1,5,0
3903,1,0,1,5,0
3904,2,0,2,7,0
3905,3,1,2,6,0
3906,0,0,0,0,0
3907,0,0,0,4,0
3908,1,0,1,4,0
3909,0,0,0,4,0
3910,2,0,2,4,0
3911,3,1,2,5,0
3912,4,0,4,4,1
3913,0,0,0,5,0
3914,5,3,2,5,0
3915,0,0,0,4,0
3916,1,0,1,5,0
3917,5,5,0,6,0
3918,1,0,1,5,0
3919,1,0,1,4,0
3920,4,3,1,5,0
3921,1,0,0,4,0
3922,1,0,0,5,0
3923,1,0,0,5,0
3924,1,0,1,4,0
3925,11,10,1,11,0
3926,0,0,0,5,0
3927,0,0,0,3,0
3928,0,0,0,1,0
3929,10,6,4,11,0
3930,6,3,2,11,0
3931,2,1,0,5,0
3932,6,3,2,7,0
3933,8,6,2,10,0
3934,2,2,0,5,0
3935,8,8,0,8,0
3936,2,0,1,5,0
3937,6,6,0,7,0
3938,1,0,0,5,0
3939,8,7,1,8,0
3940,1,0,0,6,0
3941,2,0,1,6,0
3942,3,2,1,5,0
3943,0,0,0,4,0
3944,1,0,1,4,0
3945,1,0,1,3,0
3946,0,0,0,1,0
3947,4,1,2,7,0
3948,8,6,2,9,0
3949,8,2,6,8,1
3950,5,1,4,8,0
3951,5,2,3,6,0
3952,7,2,5,7,1
3953,2,2,0,2,0
3954,1,0,0,5,0
3955,0,0,0,3,0
3956,2,0,1,6,0
3957,2,0,1,7,0
3958,5,3,2,8,0
3959,4,1,3,7,0
3960,7,6,1,7,0
3961,8,3,4,8,0
3962,3,2,1,4,0
3963,1,0,0,4,0
3964,1,1,0,5,0
3965,1,0,0,8,0
3966,1,0,0,5,0
3967,3,1,2,5,0
3968,8,4,4,8,0
3969,3,3,0,4,0
3970,3,0,3,6,0
3971,0,0,0,3,0
3972,5,4,1,6,0
3973,2,0,1,3,0
3974,1,0,1,4,0
3975,7,5,2,7,0
3976,2,0,2,3,1
3977,4,4,0,5,0
3978,0,0,0,4,0
3979,0,0,0,0,0
3980,0,0,0,3,0
3981,3,0,2,8,0
3982,3,1,2,5,0
3983,7,6,1,8,0
3984,6,4,2,10,0
3985,8,7,0,11,0
3986,5,4,1,7,0
3987,1,0,1,4,0
3988,1,0,0,4,0
3989,1,0,0,5,0
3990,1,0,1,4,0
3991,3,2,0,7,0
3992,3,2,1,3,0
3993,0,0,0,3,0
3994,0,0,0,0,0
3995,0,0,0,1,0
3996,2,2,0,2,0
3997,1,0,0,6,0
3998,2,0,2,4,0
3999,1,0,1,3,0
4000,0,0,0,5,0
4001,0,0,0,0,0
4002,1,0,1,4,0
4003,1,1,0,1,0
4004,9,5,3,9,0
4005,1,0,1,1,1
4006,1,0,1,1,1
4007,1,0,1,1,1
4008,10,10,0,12,0
4009,1,1,0,1,0
4010,1,0,1,1,1
4011,1,0,1,1,1
4012,1,0,1,1,1
4013,1,1,0,1,0
4014,1,0,1,1,1
4015,1,0,1,1,1
4016,2,0,2,4,0
4017,8,6,2,8,0
4018,8,7,1,8,0
4019,1,1,0,3,0
4020,8,8,0,8,0
4021,8,8,0,8,0
4022,8,8,0,8,0
4023,5,3,2,5,0
4024,8,7,1,8,0
4025,8,7,1,8,0
4026,4,2,2,4,0
4027,7,5,2,7,0
4028,1,0,1,1,1
4029,4,0,4,4,1
4030,3,1,2,3,1
4031,8,6,2,8,0
4032,8,5,3,8,0
4033,1,1,0,3,0
4034,8,7,1,8,0
4035,2,1,1,3,0
4036,5,2,2,6,0
4037,4,4,0,4,0
4038,4,4,0,5,0
4039,2,1,1,3,0
4040,4,1,3,4,1
4041,0,0,0,0,0
4042,4,4,0,4,0
4043,0,0,0,2,0
4044,0,0,0,3,0
4045,0,0,0,2,0
4046,0,0,0,4,0
4047,4,4,0,4,0
4048,0,0,0,0,0
4049,0,0,0,2,0
4050,0,0,0,0,0
4051,0,0,0,0,0
4052,4,4,0,8,0
4053,2,2,0,11,0
4054,4,2,2,9,0
4055,2,2,0,2,0
4056,8,8,0,8,0
4057,9,9,0,10,0
4058,1,1,0,4,0
4059,0,0,0,4,0
4060,0,0,0,4,0
4061,10,6,4,11,0
4062,0,0,0,2,0
4063,2,1,1,7,0
4064,10,8,2,11,0
4065,4,1,3,4,1
4066,0,0,0,0,0
4067,0,0,0,0,0
4068,2,0,1,2,0
4069,5,4,1,7,0
4070,0,0,0,0,0
4071,2,0,1,7,0
4072,2,1,1,8,0
4073,3,3,0,3,0
4074,2,1,1,5,0
4075,3,1,2,3,1
4076,0,0,0,1,0
4077,3,2,1,3,0
4078,5,4,0,6,0
4079,1,1,0,1,0
4080,1,1,0,1,0
4081,1,1,0,2,0
4082,4,2,2,4,0
4083,6,4,2,7,0
4084,3,0,3,3,1
4085,9,9,0,9,0
4086,2,2,0,7,0
4087,9,7,0,13,0
4088,7,5,2,10,0
4089,9,7,0,10,0
4090,5,3,2,8,0
4091,6,4,2,6,0
4092,3,1,1,4,0
4093,9,3,6,10,1
4094,0,0,0,0,0
4095,12,10,2,12,0
4096,8,5,3,8,0
4097,0,0,0,1,0
4098,0,0,0,0,0
4099,0,0,0,0,0
4100,3,2,1,3,0
4101,1,1,0,1,0
4102,0,0,0,4,0
4103,0,0,0,0,0
4104,3,3,0,3,0
4105,0,0,0,0,0
4106,1,1,0,2,0
4107,3,1,2,3,1
4108,0,0,0,1,0
4109,0,0,0,0,0
4110,0,0,0,0,0
4111,0,0,0,0,0
4112,3,1,2,7,0
4113,1,1,0,4,0
4114,0,0,0,0,0
4115,4,3,1,4,0
4116,1,1,0,1,0
4117,7,7,0,7,0
4118,3,3,0,3,0
4119,5,5,0,5,0
4120,5,5,0,5,0
4121,3,3,0,3,0
4122,3,3,0,3,0
4123,1,1,0,1,0
4124,7,7,0,7,0
4125,3,3,0,3,0
4126,4,4,0,4,0
4127,6,6,0,6,0
4128,4,4,0,4,0
4129,7,7,0,7,0
4130,6,6,0,6,0
4131,0,0,0,0,0
4132,0,0,0,0,0
4133,0,0,0,0,0
4134,0,0,0,0,0
4135,0,0,0,0,0
4136,0,0,0,0,0
4137,0,0,0,0,0
4138,0,0,0,0,0
4139,0,0,0,0,0
4140,0,0,0,0,0
4141,0,0,0,0,0
4142,0,0,0,0,0
4143,0,0,0,0,0
4144,0,0,0,0,0
4145,0,0,0,0,0
4146,0,0,0,0,0
4147,0,0,0,0,0
4148,14,11,3,15,0
4149,0,0,0,0,0
4150,3,1,2,3,1
4151,0,0,0,0,0
4152,0,0,0,0,0
4153,1,0,1,1,1
4154,3,2,1,3,0
4155,0,0,0,0,0
4156,0,0,0,0,0
4157,1,0,1,1,1
4158,0,0,0,5,0
4159,1,1,0,1,0
4160,8,7,1,8,0
4161,8,7,1,8,0
4162,2,2,0,2,0
4163,1,1,0,1,0
4164,1,1,0,2,0
4165,0,0,0,0,0
4166,0,0,0,0,0
4167,0,0,0,0,0
4168,0,0,0,0,0
4169,0,0,0,0,0
4170,6,3,3,7,0
4171,0,0,0,0,0
4172,9,9,0,9,0
4173,9,9,0,9,0
4174,9,9,0,9,0
4175,2,2,0,5,0
4176,9,9,0,9,0
4177,4,4,0,5,0
4178,5,5,0,5,0
4179,9,9,0,9,0
4180,9,9,0,9,0
4181,9,9,0,9,0
4182,4,3,1,4,0
4183,0,0,0,0,0
4184,4,4,0,4,0
4185,4,4,0,4,0
4186,4,3,1,4,0
4187,4,4,0,4,0
4188,0,0,0,0,0
4189,4,4,0,4,0
4190,4,4,0,4,0
4191,4,1,3,4,1
4192,4,4,0,4,0
4193,4,4,0,4,0
4194,4,4,0,4,0
4195,4,4,0,4,0
4196,4,1,3,4,1
4197,4,4,0,4,0
4198,0,0,0,0,0
4199,3,2,1,3,0
4200,0,0,0,0,0
4201,1,1,0,1,0
4202,3,3,0,3,0
4203,0,0,0,0,0
4204,1,1,0,1,0
4205,3,3,0,3,0
4206,3,3,0,3,0
4207,0,0,0,0,0
4208,3,3,0,3,0
4209,3,3,0,3,0
4210,3,3,0,3,0
4211,3,3,0,3,0
4212,3,3,0,3,0
4213,3,3,0,3,0
4214,3,3,0,3,0
4215,3,3,0,3,0
4216,3,3,0,3,0
4217,0,0,0,0,0
4218,0,0,0,0,0
4219,4,4,0,4,0
4220,3,3,0,4,0
4221,4,4,0,4,0
4222,4,4,0,4,0
4223,4,4,0,4,0
4224,4,4,0,4,0
4225,4,4,0,4,0
4226,4,4,0,4,0
4227,4,4,0,4,0
4228,4,4,0,4,0
4229,4,4,0,4,0
4230,4,4,0,4,0
4231,7,2,5,10,0
4232,7,5,2,7,0
4233,4,2,1,10,0
4234,3,0,3,6,0
4235,5,3,2,6,0
4236,8,5,2,10,0
4237,6,3,3,6,0
4238,4,0,3,7,0
4239,10,10,0,13,0
4240,1,1,0,3,0
4241,9,8,1,9,0
4242,8,4,3,9,0
4243,2,1,1,7,0
4244,5,4,1,5,0
4245,9,3,4,9,0
4246,7,2,5,7,1
4247,6,4,2,6,0
4248,6,6,0,6,0
4249,7,2,5,11,0
4250,5,2,3,7,0
4251,2,1,0,10,0
4252,4,1,3,6,0
4253,6,2,4,7,1
4254,2,0,2,4,0
4255,5,5,0,7,0
4256,8,4,4,9,0
4257,2,1,0,7,0
4258,5,0,4,7,1
4259,4,0,3,7,0
4260,5,4,1,6,0
4261,0,0,0,3,0
4262,2,0,2,4,0
4263,9,2,7,9,1
4264,7,6,1,7,0
4265,8,6,1,8,0
4266,6,4,2,11,0
4267,2,1,1,5,0
4268,8,6,1,9,0
4269,5,0,5,5,1
4270,9,4,5,10,0
4271,10,3,7,10,1
4272,0,0,0,0,0
4273,3,2,0,7,0
4274,4,1,2,8,0
4275,2,0,1,5,0
4276,9,4,5,11,0
4277,6,1,3,8,0
4278,2,0,2,3,1
4279,4,2,2,6,0
4280,1,0,1,4,0
4281,6,2,3,9,0
4282,6,2,2,6,0
4283,2,2,0,5,0
4284,4,2,2,8,0
4285,8,6,1,8,0
4286,10,8,1,11,0
4287,9,4,5,11,0
4288,4,2,2,9,0
4289,7,2,5,9,1
4290,3,3,0,4,0
4291,6,2,4,10,0
4292,8,2,6,8,1
4293,2,0,2,3,1
4294,2,0,2,4,0
4295,6,5,1,8,0
4296,4,0,4,7,1
4297,7,4,3,7,0
4298,3,0,2,11,0
4299,10,6,4,13,0
4300,11,5,6,11,1
4301,6,3,3,8,0
4302,6,3,3,6,0
4303,5,3,1,5,0
4304,6,4,2,7,0
4305,3,1,1,6,0
4306,7,1,6,11,1
4307,5,2,2,9,0
4308,7,5,2,8,0
4309,8,8,0,9,0
4310,9,8,1,9,0
4311,3,2,1,8,0
4312,7,2,4,8,0
4313,17,14,3,19,0
4314,10,7,3,13,0
4315,3,1,2,7,0
4316,7,4,3,10,0
4317,9,6,2,9,0
4318,4,2,2,5,0
4319,2,1,1,4,0
4320,6,5,1,8,0
4321,4,2,2,6,0
4322,5,2,3,7,0
4323,4,1,3,6,0
4324,2,0,2,4,0
4325,6,5,0,10,0
4326,1,0,1,4,0
4327,7,2,4,8,0
4328,13,7,6,14,0
4329,10,5,5,12,0
4330,4,2,2,6,0
4331,4,3,1,10,0
4332,1,0,1,7,0
4333,2,0,2,4,0
4334,2,1,1,6,0
4335,6,5,1,7,0
4336,5,4,0,9,0
4337,10,9,0,10,0
4338,6,5,0,10,0
4339,6,4,1,9,0
4340,0,0,0,1,0
4341,9,7,2,9,0
4342,7,6,0,8,0
4343,8,3,5,9,1
4344,7,5,2,10,0
4345,3,1,2,5,0
4346,3,0,3,6,0
4347,4,0,3,7,0
4348,17,15,2,18,0
4349,7,2,5,8,1
4350,2,0,2,3,1
4351,3,1,2,6,0
4352,6,2,4,8,0
4353,2,1,1,6,0
4354,5,1,4,8,0
4355,1,0,1,1,1
4356,2,0,2,5,0
4357,2,1,1,3,0
4358,7,6,1,9,0
4359,7,3,4,8,0
4360,6,2,4,9,0
4361,3,2,1,7,0
4362,6,5,1,9,0
4363,5,2,3,9,0
4364,0,0,0,3,0
4365,8,4,4,8,0
4366,6,2,3,6,0
4367,5,4,0,9,0
4368,8,7,1,9,0
4369,5,3,2,6,0
4370,4,0,4,7,1
4371,12,7,5,13,0
4372,4,2,2,6,0
4373,2,1,1,6,0
4374,5,4,1,9,0
4375,7,6,1,11,0
4376,7,4,2,11,0
4377,3,2,1,6,0
4378,3,0,3,3,1
4379,7,4,3,8,0
4380,1,0,0,7,0
4381,4,1,3,8,0
4382,1,0,1,5,0
4383,8,5,2,9,0
4384,2,1,1,4,0
4385,2,2,0,5,0
4386,7,4,3,12,0
4387,6,4,2,9,0
4388,8,0,7,8,1
4389,7,5,2,7,0
4390,4,2,2,5,0
4391,7,2,5,8,1
4392,3,3,0,5,0
4393,8,6,2,8,0
4394,4,2,2,6,0
4395,0,0,0,4,0
4396,7,4,2,8,0
4397,5,2,3,6,0
4398,6,5,0,7,0
4399,3,1,2,4,0
4400,4,2,2,5,0
4401,9,7,2,13,0
4402,11,6,5,11,0
4403,8,7,1,8,0
4404,4,0,4,4,1
4405,10,7,3,13,0
4406,6,4,2,7,0
4407,2,0,2,4,0
4408,0,0,0,5,0
4409,11,8,3,11,0
4410,4,0,3,11,0
4411,8,7,1,10,0
4412,8,7,1,8,0
4413,6,5,1,7,0
4414,5,3,1,9,0
4415,7,2,4,10,0
4416,8,2,5,9,1
4417,11,6,5,13,0
4418,6,5,1,8,0
4419,3,0,2,7,0
4420,2,1,1,6,0
4421,1,0,1,4,0
4422,6,3,3,6,0
4423,12,10,2,13,0
4424,8,4,4,8,0
4425,2,0,1,6,0
4426,5,2,2,10,0
4427,6,6,0,8,0
4428,8,8,0,8,0
4429,6,5,1,7,0
4430,5,3,1,6,0
4431,9,9,0,10,0
4432,0,0,0,2,0
4433,3,1,2,7,0
4434,1,0,1,2,0
4435,3,2,1,4,0
4436,1,1,0,3,0
4437,0,0,0,0,0
4438,0,0,0,3,0
4439,1,0,1,1,1
4440,3,3,0,4,0
4441,0,0,0,0,0
4442,2,2,0,2,0
4443,0,0,0,0,0
4444,4,0,4,4,1
4445,6,4,2,7,0
4446,4,3,1,7,0
4447,8,3,5,8,1
4448,6,4,2,10,0
4449,4,2,2,4,0
4450,12,8,4,12,0
4451,8,6,2,9,0
4452,2,2,0,2,0
4453,2,0,2,2,1
4454,2,2,0,2,0
4455,6,5,1,8,0
4456,0,0,0,0,0
4457,1,1,0,1,0
4458,2,2,0,2,0
4459,0,0,0,0,0
4460,0,0,0,0,0
4461,2,2,0,2,0
4462,10,7,3,11,0
4463,7,4,3,7,0
4464,5,1,4,7,1
4465,4,4,0,6,0
4466,1,1,0,2,0
4467,0,0,0,0,0
4468,7,1,5,10,0
4469,7,4,3,8,0
4470,7,6,1,7,0
4471,1,1,0,1,0
4472,0,0,0,0,0
4473,0,0,0,0,0
4474,1,1,0,2,0
4475,7,3,4,11,0
4476,6,3,2,6,0
4477,4,1,2,7,0
4478,8,3,5,9,1
4479,2,0,2,5,0
4480,12,10,2,12,0
4481,0,0,0,4,0
4482,0,0,0,0,0
4483,0,0,0,3,0
4484,1,1,0,2,0
4485,4,2,2,6,0
4486,6,2,4,7,1
4487,5,1,4,7,1
4488,6,2,3,9,0
4489,5,3,2,5,0
4490,8,2,6,9,1
4491,7,4,3,7,0
4492,7,4,3,8,0
4493,1,0,0,5,0
4494,5,1,2,6,0
4495,4,0,4,4,1
4496,5,2,3,7,0
4497,4,0,2,5,0
4498,1,0,0,3,0
4499,2,1,1,6,0
4500,12,7,5,14,0
4501,3,1,2,5,0
4502,0,0,0,2,0
4503,7,4,3,7,0
4504,5,5,0,5,0
4505,3,3,0,4,0
4506,3,0,3,3,1
4507,2,1,1,2,0
4508,0,0,0,1,0
4509,1,0,1,1,1
4510,0,0,0,0,0
4511,0,0,0,0,0
4512,1,0,1,2,0
4513,0,0,0,0,0
4514,0,0,0,0,0
4515,1,1,0,1,0
4516,2,1,1,2,0
4517,0,0,0,1,0
4518,0,0,0,0,0
4519,0,0,0,0,0
4520,1,1,0,1,0
4521,2,2,0,2,0
4522,8,5,3,9,0
4523,6,1,5,9,1
4524,1,0,1,3,0
4525,14,10,4,14,0
4526,10,6,4,11,0
4527,14,11,3,17,0
4528,10,5,5,10,0
4529,10,3,7,12,1
4530,8,4,4,8,0
4531,0,0,0,0,0
4532,9,2,4,10,0
4533,0,0,0,0,0
4534,0,0,0,0,0
4535,0,0,0,0,0
4536,2,2,0,2,0
4537,0,0,0,0,0
4538,5,2,3,8,0
4539,0,0,0,4,0
4540,1,1,0,2,0
4541,1,1,0,1,0
4542,6,5,1,6,0
4543,0,0,0,1,0
4544,0,0,0,2,0
4545,2,1,1,2,0
4546,2,2,0,2,0
4547,4,4,0,5,0
4548,5,2,3,7,0
4549,2,1,0,10,0
4550,5,1,3,7,0
4551,0,0,0,4,0
4552,0,0,0,1,0
4553,0,0,0,1,0
4554,3,2,1,3,0
4555,3,0,3,9,0
4556,5,5,0,5,0
4557,3,3,0,3,0
4558,0,0,0,1,0
4559,0,0,0,2,0
4560,3,3,0,5,0
4561,1,1,0,4,0
4562,2,2,0,3,0
4563,5,5,0,5,0
4564,0,0,0,4,0
4565,2,0,0,2,0
4566,0,0,0,1,0
4567,6,5,1,6,0
4568,3,2,1,6,0
4569,0,0,0,1,0
4570,0,0,0,1,0
4571,5,4,1,5,0
4572,1,0,1,3,0
4573,0,0,0,1,0
4574,3,3,0,3,0
4575,2,2,0,4,0
4576,1,1,0,4,0
4577,1,0,1,1,1
4578,1,1,0,4,0
4579,4,4,0,4,0
4580,4,3,1,5,0
4581,2,2,0,2,0
4582,3,3,0,3,0
4583,4,4,0,4,0
4584,0,0,0,1,0
4585,0,0,0,1,0
4586,0,0,0,1,0
4587,3,1,2,4,0
4588,3,1,2,3,1
4589,3,2,1,5,0
4590,0,0,0,0,0
4591,3,3,0,4,0
4592,4,4,0,4,0
4593,1,0,1,1,1
4594,2,1,1,3,0
4595,1,1,0,1,0
4596,0,0,0,0,0
4597,0,0,0,1,0
4598,0,0,0,1,0
4599,4,4,0,4,0
4600,3,0,3,5,1
4601,3,1,2,4,0
4602,1,1,0,4,0
4603,5,5,0,5,0
4604,3,2,1,4,0
4605,1,1,0,3,0
4606,4,3,1,5,0
4607,3,1,2,4,0
4608,2,2,0,2,0
4609,4,2,2,4,0
4610,2,1,1,3,0
4611,0,0,0,1,0
4612,4,1,3,4,1
4613,5,3,2,6,0
4614,2,1,1,4,0
4615,5,4,1,5,0
4616,1,1,0,5,0
4617,5,3,2,5,0
4618,0,0,0,2,0
4619,3,3,0,3,0
4620,3,3,0,3,0
4621,4,4,0,5,0
4622,1,0,1,4,0
4623,2,0,2,4,0
4624,3,2,1,3,0
4625,5,4,1,5,0
4626,3,2,1,5,0
4627,0,0,0,4,0
4628,4,4,0,4,0
4629,4,2,2,4,0
4630,0,0,0,1,0
4631,2,1,1,3,0
4632,5,4,1,5,0
4633,2,2,0,2,0
4634,3,1,0,6,0
4635,5,1,2,6,0
4636,1,1,0,1,0
4637,3,1,2,3,1
4638,1,0,1,4,0
4639,0,0,0,1,0
4640,4,4,0,4,0
4641,2,2,0,4,0
4642,3,3,0,3,0
4643,5,4,0,5,0
4644,1,0,1,5,0
4645,3,1,2,4,0
4646,2,2,0,4,0
4647,0,0,0,1,0
4648,4,2,2,4,0
4649,2,1,1,4,0
4650,3,1,2,3,1
4651,0,0,0,0,0
4652,3,1,2,3,1
4653,0,0,0,1,0
4654,1,0,1,4,0
4655,3,3,0,4,0
4656,5,2,3,6,0
4657,3,2,1,3,0
4658,0,0,0,1,0
4659,1,1,0,7,0
4660,0,0,0,1,0
4661,3,2,1,6,0
4662,2,1,1,4,0
4663,0,0,0,4,0
4664,1,1,0,3,0
4665,2,2,0,3,0
4666,3,3,0,3,0
4667,0,0,0,1,0
4668,1,1,0,2,0
4669,1,1,0,3,0
4670,2,1,0,5,0
4671,6,4,0,6,0
4672,3,1,2,4,0
4673,4,2,1,6,0
4674,0,0,0,1,0
4675,4,3,1,4,0
4676,1,0,1,5,0
4677,2,0,2,6,0
4678,0,0,0,1,0
4679,3,1,2,3,1
4680,0,0,0,1,0
4681,4,4,0,4,0
4682,0,0,0,3,0
4683,0,0,0,3,0
4684,3,1,2,4,0
4685,3,3,0,4,0
4686,0,0,0,1,0
4687,1,1,0,4,0
4688,2,1,1,4,0
4689,4,4,0,4,0
4690,0,0,0,4,0
4691,5,3,2,5,0
4692,5,3,2,5,0
4693,0,0,0,1,0
4694,0,0,0,1,0
4695,0,0,0,1,0
4696,1,1,0,4,0
4697,1,1,0,4,0
4698,2,2,0,4,0
4699,1,0,1,3,0
4700,4,3,1,5,0
4701,0,0,0,0,0
4702,2,1,1,5,0
4703,3,3,0,3,0
4704,1,1,0,3,0
4705,1,1,0,3,0
4706,0,0,0,1,0
4707,3,1,2,4,0
4708,0,0,0,4,0
4709,1,1,0,4,0
4710,3,3,0,3,0
4711,4,3,1,4,0
4712,1,1,0,2,0
4713,2,1,1,3,0
4714,0,0,0,3,0
4715,2,1,1,3,0
4716,3,3,0,4,0
4717,2,2,0,3,0
4718,4,2,2,4,0
4719,0,0,0,4,0
4720,0,0,0,4,0
4721,0,0,0,1,0
4722,0,0,0,1,0
4723,4,1,3,4,1
4724,0,0,0,1,0
4725,0,0,0,1,0
4726,0,0,0,1,0
4727,4,4,0,4,0
4728,2,2,0,2,0
4729,3,3,0,3,0
4730,4,1,3,5,1
4731,2,1,1,4,0
4732,4,2,2,4,0
4733,2,0,0,4,0
4734,1,1,0,3,0
4735,1,1,0,4,0
4736,3,2,1,4,0
4737,3,1,2,6,0
4738,3,0,3,4,1
4739,0,0,0,1,0
4740,0,0,0,1,0
4741,2,2,0,2,0
4742,2,2,0,2,0
4743,0,0,0,1,0
4744,1,1,0,2,0
4745,0,0,0,1,0
4746,0,0,0,1,0
4747,3,2,1,4,0
4748,2,1,1,4,0
4749,1,0,1,1,1
4750,2,2,0,3,0
4751,5,5,0,5,0
4752,3,1,2,7,0
4753,0,0,0,0,0
4754,1,1,0,3,0
4755,0,0,0,1,0
4756,1,1,0,1,0
4757,3,3,0,4,0
4758,0,0,0,3,0
4759,2,2,0,3,0
4760,4,1,3,5,1
4761,4,4,0,4,0
4762,0,0,0,1,0
4763,2,2,0,3,0
4764,3,2,1,3,0
4765,3,2,1,3,0
4766,4,4,0,5,0
4767,4,3,1,4,0
4768,3,3,0,4,0
4769,3,1,2,3,1
4770,3,1,2,3,1
4771,4,1,3,4,1
4772,4,1,3,4,1
4773,3,1,2,3,1
4774,3,1,2,4,0
4775,2,1,1,4,0
4776,0,0,0,4,0
4777,0,0,0,1,0
4778,0,0,0,1,0
4779,0,0,0,4,0
4780,2,1,1,4,0
4781,2,1,1,4,0
4782,4,3,1,4,0
4783,2,1,1,5,0
4784,3,3,0,3,0
4785,3,3,0,3,0
4786,0,0,0,1,0
4787,2,1,1,4,0
4788,2,0,2,5,0
4789,3,1,2,4,0
4790,0,0,0,3,0
4791,0,0,0,3,0
4792,2,1,1,4,0
4793,3,2,1,4,0
4794,3,2,1,3,0
4795,2,1,1,4,0
4796,4,4,0,4,0
4797,5,5,0,5,0
4798,4,3,1,4,0
4799,1,1,0,4,0
4800,3,2,1,5,0
4801,2,2,0,4,0
4802,1,1,0,1,0
4803,1,1,0,4,0
4804,4,4,0,4,0
4805,0,0,0,1,0
4806,0,0,0,1,0
4807,1,1,0,5,0
4808,0,0,0,1,0
4809,3,2,1,4,0
4810,1,1,0,1,0
4811,2,1,1,4,0
4812,3,3,0,3,0
4813,0,0,0,1,0
4814,4,4,0,5,0
4815,0,0,0,6,0
4816,4,2,2,4,0
4817,4,3,1,5,0
4818,0,0,0,1,0
4819,0,0,0,1,0
4820,5,2,3,5,1
4821,5,3,2,8,0
4822,0,0,0,0,0
4823,4,4,0,5,0
4824,0,0,0,0,0
4825,2,2,0,2,0
4826,4,4,0,4,0
4827,1,1,0,2,0
4828,0,0,0,1,0
4829,0,0,0,1,0
4830,0,0,0,1,0
4831,0,0,0,1,0
4832,1,1,0,2,0
4833,3,3,0,4,0
4834,3,3,0,3,0
4835,3,3,0,3,0
4836,4,3,1,7,0
4837,1,1,0,4,0
4838,3,1,2,4,0
4839,3,3,0,5,0
4840,4,3,1,6,0
4841,1,1,0,4,0
4842,4,4,0,4,0
4843,5,5,0,7,0
4844,0,0,0,2,0
4845,3,2,1,4,0
4846,0,0,0,3,0
4847,2,1,1,3,0
4848,0,0,0,1,0
4849,1,1,0,4,0
4850,0,0,0,4,0
4851,4,2,2,4,0
4852,1,1,0,2,0
4853,1,0,1,4,0
4854,1,0,1,4,0
4855,0,0,0,1,0
4856,1,1,0,1,0
4857,4,3,1,4,0
4858,4,3,1,4,0
4859,2,2,0,3,0
4860,3,2,1,4,0
4861,2,2,0,4,0
4862,4,1,3,5,1
4863,0,0,0,1,0
4864,4,1,3,8,0
4865,2,1,1,7,0
4866,2,1,1,4,0
4867,0,0,0,1,0
4868,2,1,1,4,0
4869,4,2,2,4,0
4870,0,0,0,1,0
4871,5,5,0,5,0
4872,3,1,2,5,0
4873,0,0,0,1,0
4874,0,0,0,1,0
4875,4,3,1,4,0
4876,0,0,0,3,0
4877,3,3,0,3,0
4878,4,2,2,4,0
4879,0,0,0,1,0
4880,0,0,0,2,0
4881,1,0,1,1,1
4882,0,0,0,1,0
4883,0,0,0,1,0
4884,0,0,0,1,0
4885,0,0,0,1,0
4886,1,1,0,4,0
4887,2,1,1,3,0
4888,1,0,1,4,0
4889,0,0,0,1,0
4890,3,0,3,7,0
4891,3,1,2,3,1
4892,2,1,1,4,0
4893,0,0,0,1,0
4894,0,0,0,1,0
4895,3,1,2,5,0
4896,3,1,2,3,1
4897,3,2,1,3,0
4898,0,0,0,1,0
4899,3,1,2,5,0
4900,0,0,0,1,0
4901,3,3,0,4,0
4902,0,0,0,2,0
4903,0,0,0,1,0
4904,3,3,0,4,0
4905,4,1,3,4,1
4906,0,0,0,1,0
4907,1,1,0,3,0
4908,5,4,1,5,0
4909,2,1,1,5,0
4910,1,1,0,1,0
4911,4,4,0,4,0
4912,0,0,0,1,0
4913,1,1,0,5,0
4914,3,2,1,3,0
4915,4,4,0,4,0
4916,4,2,2,4,0
4917,4,2,2,4,0
4918,0,0,0,3,0
4919,2,1,1,3,0
4920,4,1,3,5,1
4921,0,0,0,0,0
4922,1,1,0,4,0
4923,1,1,0,1,0
4924,1,1,0,1,0
4925,0,0,0,1,0
4926,4,4,0,4,0
4927,1,0,1,1,1
4928,0,0,0,1,0
4929,0,0,0,1,0
4930,0,0,0,0,0
4931,0,0,0,0,0
4932,0,0,0,0,0
4933,0,0,0,0,0
4934,0,0,0,0,0
4935,1,1,0,1,0
4936,3,3,0,3,0
4937,0,0,0,1,0
4938,3,3,0,3,0
4939,3,3,0,3,0
4940,3,3,0,3,0
4941,0,0,0,1,0
4942,2,2,0,2,0
4943,2,2,0,2,0
4944,0,0,0,0,0
4945,3,3,0,3,0
4946,4,4,0,4,0
4947,4,4,0,4,0
4948,1,0,1,1,1
4949,4,4,0,4,0
4950,2,2,0,2,0
4951,3,3,0,3,0
4952,3,3,0,3,0
4953,3,3,0,3,0
4954,2,2,0,2,0
