,c_noausentes_1er_anio,cursadas_ap_1er_anio,c_libres_1er_anio,cursadas_1er_anio,fracaso_academico
1140,8,5,1,10,0
1141,3,0,3,4,1
1142,0,0,0,4,0
1143,3,0,3,4,1
1144,2,2,0,3,0
1145,5,1,4,7,1
1146,6,2,4,7,1
1147,0,0,0,0,0
1148,1,0,1,5,0
1149,1,0,1,2,0
1150,5,2,2,5,0
1151,1,0,1,6,0
1152,5,3,1,6,0
1153,5,2,1,9,0
1154,1,1,0,5,0
1155,3,2,1,7,0
1156,0,0,0,3,0
1157,0,0,0,3,0
1158,3,3,0,7,0
1159,7,6,1,7,0
1160,1,0,0,4,0
1161,0,0,0,3,0
1162,0,0,0,3,0
1163,0,0,0,3,0
1164,2,0,1,3,0
1165,1,0,0,8,0
1166,8,7,1,9,0
1167,2,0,2,3,1
1168,12,12,0,12,0
1169,2,1,1,4,0
1170,3,0,3,4,1
1171,4,3,1,8,0
1172,1,0,0,5,0
1173,8,8,0,8,0
1174,2,0,2,4,0
1175,1,0,0,5,0
1176,1,0,1,5,0
1177,7,6,1,7,0
1178,10,8,1,11,0
1179,0,0,0,3,0
1180,3,1,2,5,0
1181,1,0,1,4,0
1182,6,2,3,9,0
1183,0,0,0,4,0
1184,5,2,3,7,0
1185,7,2,5,7,1
1186,6,2,4,6,1
1187,0,0,0,4,0
1188,1,0,1,3,0
1189,2,1,1,5,0
1190,6,4,2,7,0
1191,7,3,4,7,1
1192,2,2,0,5,0
1193,3,1,2,4,0
1194,0,0,0,3,0
1195,0,0,0,3,0
1196,7,4,3,8,0
1197,3,1,2,4,0
1198,3,0,2,7,0
1199,4,1,3,11,0
1200,8,8,0,8,0
1201,5,3,2,7,0
1202,0,0,0,4,0
1203,0,0,0,3,0
1204,4,1,3,5,1
1205,6,3,3,9,0
1206,1,0,1,2,0
1207,4,1,3,5,1
1208,1,0,0,4,0
1209,8,7,1,8,0
1210,8,4,4,8,0
1211,4,2,2,8,0
1212,1,1,0,5,0
1213,3,0,2,4,0
1214,1,1,0,4,0
1215,1,0,1,5,0
1216,1,0,0,4,0
1217,6,3,2,8,0
1218,1,0,1,4,0
1219,1,1,0,5,0
1220,4,2,2,8,0
1221,6,4,1,8,0
1222,9,8,0,10,0
1223,6,4,2,8,0
1224,6,5,1,7,0
1225,7,6,1,7,0
1226,8,5,3,8,0
1227,6,1,5,8,1
1228,9,5,4,12,0
1229,2,0,2,3,1
1230,7,4,3,7,0
1231,6,4,2,9,0
1232,7,7,0,8,0
1233,5,1,3,9,0
1234,3,1,2,7,0
1235,9,8,0,9,0
1236,8,4,3,8,0
1237,2,1,0,6,0
1238,2,1,0,6,0
1239,3,0,2,3,1
1240,3,1,1,4,0
1241,12,12,0,12,0
1242,1,1,0,5,0
1243,1,0,1,3,0
1244,9,7,1,11,0
1245,3,0,2,6,0
1246,4,1,2,7,0
1247,4,0,4,4,1
1248,2,0,1,11,0
1249,7,4,3,7,0
1250,7,3,4,8,0
1251,2,0,2,5,0
1252,5,1,4,7,1
1253,2,1,1,4,0
1254,7,7,0,9,0
1255,6,4,2,8,0
1256,3,2,1,3,0
1257,4,1,3,5,1
1258,9,8,0,9,0
1259,6,5,1,7,0
1260,6,6,0,9,0
1261,1,1,0,5,0
1262,0,0,0,5,0
1263,6,5,1,6,0
1264,9,6,3,11,0
1265,4,2,2,6,0
1266,1,1,0,4,0
1267,1,0,1,5,0
1268,7,1,6,7,1
1269,1,1,0,4,0
1270,1,0,0,5,0
1271,1,0,1,3,0
1272,2,1,0,8,0
1273,2,2,0,7,0
1274,0,0,0,3,0
1275,11,8,3,11,0
1276,5,1,4,5,1
1277,4,0,4,5,1
1278,5,1,4,5,1
1279,5,2,3,6,0
1280,4,2,1,9,0
1281,3,3,0,4,0
1282,8,7,0,9,0
1283,7,6,1,8,0
1284,7,7,0,7,0
1285,0,0,0,4,0
1286,4,2,2,6,0
1287,5,3,2,8,0
1288,2,1,0,6,0
1289,2,1,1,5,0
1290,4,3,1,8,0
1291,0,0,0,3,0
1292,3,2,1,3,0
1293,3,0,3,4,1
1294,2,0,1,4,0
1295,1,0,0,4,0
1296,1,1,0,5,0
1297,4,0,2,5,0
1298,6,6,0,7,0
1299,2,0,2,8,0
1300,2,1,0,8,0
1301,3,1,1,6,0
1302,2,1,0,6,0
1303,0,0,0,0,0
1304,7,3,3,9,0
1305,1,1,0,5,0
1306,4,0,4,5,1
1307,5,0,4,8,0
1308,0,0,0,4,0
1309,1,0,0,5,0
1310,8,7,0,9,0
1311,6,6,0,11,0
1312,2,1,1,5,0
1313,6,3,3,6,0
1314,3,2,1,4,0
1315,2,2,0,3,0
1316,2,2,0,10,0
1317,2,0,2,6,0
1318,8,5,3,9,0
1319,4,1,3,7,0
1320,0,0,0,2,0
1321,2,0,1,5,0
1322,0,0,0,3,0
1323,3,1,2,7,0
1324,3,0,3,10,0
1325,0,0,0,4,0
1326,5,2,3,6,0
1327,6,5,1,9,0
1328,3,0,1,5,0
1329,8,7,1,9,0
1330,1,0,1,5,0
1331,4,0,4,4,1
1332,6,1,2,12,0
1333,2,0,2,2,1
1334,0,0,0,3,0
1335,1,0,1,1,1
1336,3,1,2,6,0
1337,7,2,4,10,0
1338,9,6,3,11,0
1339,0,0,0,4,0
1340,3,1,2,5,0
1341,4,2,2,5,0
1342,5,3,1,5,0
1343,0,0,0,4,0
1344,2,0,2,3,1
1345,0,0,0,3,0
1346,5,3,2,8,0
1347,6,3,3,9,0
1348,1,1,0,5,0
1349,1,0,0,6,0
1350,6,4,2,7,0
1351,2,0,1,3,0
1352,3,2,1,6,0
1353,0,0,0,2,0
1354,3,1,1,3,0
1355,4,0,2,5,0
1356,3,1,1,9,0
1357,9,9,0,9,0
1358,4,1,2,6,0
1359,8,6,1,8,0
1360,2,1,1,6,0
1361,3,0,2,3,1
1362,1,1,0,5,0
1363,3,2,1,4,0
1364,8,4,2,9,0
1365,3,2,1,3,0
1366,1,0,0,6,0
1367,1,0,1,4,0
1368,3,0,3,6,0
1369,7,3,4,7,1
1370,1,1,0,4,0
1371,2,2,0,2,0
1372,1,0,1,4,0
1373,5,0,3,6,0
1374,3,0,3,3,1
1375,3,2,1,8,0
1376,1,0,1,3,0
1377,1,0,1,3,0
1378,2,0,2,4,0
1379,8,8,0,8,0
1380,9,8,0,9,0
1381,2,1,1,8,0
1382,1,0,1,3,0
1383,0,0,0,1,0
1384,0,0,0,3,0
1385,1,0,1,3,0
1386,3,1,1,6,0
1387,0,0,0,1,0
1388,8,4,3,8,0
1389,4,2,2,7,0
1390,8,7,1,8,0
1391,4,2,2,4,0
1392,3,0,3,5,1
1393,4,1,3,6,0
1394,0,0,0,3,0
1395,5,3,2,7,0
1396,6,2,2,9,0
1397,0,0,0,3,0
1398,6,3,2,6,0
1399,0,0,0,3,0
1400,2,0,2,5,0
1401,5,5,0,8,0
1402,1,1,0,5,0
1403,5,4,1,5,0
1404,1,1,0,5,0
1405,2,0,2,3,1
1406,6,4,2,6,0
1407,1,1,0,2,0
1408,1,0,1,8,0
1409,3,1,2,6,0
1410,6,3,3,7,0
1411,1,0,0,7,0
1412,8,3,4,8,0
1413,1,1,0,5,0
1414,0,0,0,4,0
1415,6,1,3,6,0
1416,3,1,2,5,0
1417,6,5,1,8,0
1418,8,8,0,9,0
1419,1,0,1,7,0
1420,9,7,2,9,0
1421,9,8,1,9,0
1422,8,5,3,8,0
1423,2,2,0,3,0
1424,2,0,2,7,0
1425,3,0,3,5,1
1426,0,0,0,3,0
1427,8,5,2,8,0
1428,5,4,0,9,0
1429,7,1,6,7,1
1430,1,1,0,5,0
1431,9,3,4,10,0
1432,1,1,0,4,0
1433,1,1,0,1,0
1434,0,0,0,0,0
1435,7,5,2,7,0
1436,1,0,1,4,0
1437,1,1,0,8,0
1438,4,4,0,4,0
1439,1,0,1,2,0
1440,0,0,0,0,0
1441,3,2,1,4,0
1442,0,0,0,0,0
1443,0,0,0,4,0
1444,1,0,1,4,0
1445,0,0,0,4,0
1446,5,4,1,8,0
1447,0,0,0,3,0
1448,0,0,0,4,0
1449,8,8,0,8,0
1450,5,4,1,8,0
1451,9,7,2,9,0
1452,0,0,0,4,0
1453,6,4,2,7,0
1454,1,1,0,4,0
1455,8,8,0,8,0
1456,8,8,0,8,0
1457,3,1,2,5,0
1458,4,1,3,4,1
1459,2,0,2,4,0
1460,8,8,0,8,0
1461,4,3,1,7,0
1462,7,6,1,7,0
1463,8,8,0,8,0
1464,7,6,1,7,0
1465,8,8,0,8,0
1466,7,5,2,7,0
1467,8,8,0,8,0
1468,9,9,0,9,0
1469,4,1,3,4,1
1470,7,6,1,7,0
1471,9,8,1,9,0
1472,9,8,1,9,0
1473,8,8,0,8,0
1474,4,1,3,4,1
1475,7,4,3,8,0
1476,8,7,1,8,0
1477,7,6,1,7,0
1478,8,7,1,8,0
1479,0,0,0,3,0
1480,4,0,4,4,1
1481,0,0,0,4,0
1482,6,5,1,6,0
1483,7,5,2,9,0
1484,6,4,2,8,0
1485,8,7,1,8,0
1486,0,0,0,4,0
1487,6,4,2,10,0
1488,2,1,1,4,0
1489,3,1,2,4,0
1490,2,1,1,5,0
1491,6,3,3,6,0
1492,8,5,3,8,0
1493,2,1,1,4,0
1494,8,8,0,8,0
1495,8,7,1,8,0
1496,8,7,1,8,0
1497,8,7,1,8,0
1498,8,6,2,8,0
1499,9,8,1,9,0
1500,8,5,3,8,0
1501,7,4,3,7,0
1502,8,6,2,8,0
1503,0,0,0,3,0
1504,3,1,1,5,0
1505,3,1,2,4,0
1506,3,2,1,7,0
1507,9,5,3,9,0
1508,0,0,0,2,0
1509,7,4,3,7,0
1510,9,9,0,9,0
1511,7,5,2,8,0
1512,4,1,3,4,1
1513,6,3,3,6,0
1514,4,0,4,5,1
1515,1,0,1,4,0
1516,0,0,0,0,0
1517,5,5,0,6,0
1518,5,3,2,5,0
1519,8,8,0,8,0
1520,2,2,0,4,0
1521,1,1,0,4,0
1522,8,8,0,8,0
1523,8,7,1,8,0
1524,9,4,5,9,1
1525,7,6,1,8,0
1526,4,2,2,7,0
1527,6,4,2,9,0
1528,0,0,0,5,0
1529,0,0,0,4,0
1530,1,0,1,4,0
1531,9,7,2,10,0
1532,1,1,0,5,0
1533,9,6,3,9,0
1534,8,8,0,8,0
1535,8,8,0,9,0
1536,4,1,3,5,1
1537,1,1,0,5,0
1538,1,0,1,3,0
1539,6,3,3,7,0
1540,7,5,2,8,0
1541,2,0,2,5,0
1542,2,1,1,4,0
1543,0,0,0,3,0
1544,7,7,0,8,0
1545,3,1,2,5,0
1546,1,1,0,7,0
1547,6,6,0,8,0
1548,7,5,2,8,0
1549,4,3,1,7,0
1550,0,0,0,4,0
1551,8,8,0,9,0
1552,1,0,1,3,0
1553,6,2,4,6,1
1554,4,3,1,7,0
1555,3,1,2,3,1
1556,7,6,1,7,0
1557,5,3,2,10,0
1558,6,5,1,8,0
1559,4,2,2,6,0
1560,1,1,0,4,0
1561,0,0,0,4,0
1562,2,0,2,4,0
1563,1,0,1,4,0
1564,8,7,1,8,0
1565,4,1,3,5,1
1566,7,6,1,7,0
1567,7,4,3,7,0
1568,1,0,1,5,0
1569,6,5,1,6,0
1570,9,7,2,9,0
1571,4,0,4,7,1
1572,4,2,2,8,0
1573,5,3,2,6,0
1574,8,6,2,8,0
1575,5,3,2,7,0
1576,7,4,3,9,0
1577,6,2,4,12,0
1578,8,6,2,8,0
1579,7,6,1,7,0
1580,5,1,4,5,1
1581,8,7,1,9,0
1582,9,8,1,9,0
1583,5,2,3,5,1
1584,5,5,0,9,0
1585,5,2,3,5,1
1586,5,0,5,5,1
1587,6,4,2,6,0
1588,0,0,0,5,0
1589,4,2,2,7,0
1590,4,4,0,6,0
1591,9,8,1,9,0
1592,8,7,1,9,0
1593,4,4,0,8,0
1594,7,6,1,9,0
1595,7,5,2,7,0
1596,0,0,0,4,0
1597,6,6,0,8,0
1598,2,1,1,4,0
1599,2,1,1,7,0
1600,7,6,1,8,0
1601,4,2,2,6,0
1602,1,0,1,4,0
1603,6,2,4,7,1
1604,4,1,3,7,0
1605,4,1,3,4,1
1606,1,0,1,4,0
1607,4,4,0,8,0
1608,1,1,0,3,0
1609,7,7,0,7,0
1610,1,1,0,4,0
1611,1,1,0,4,0
1612,7,7,0,9,0
1613,7,6,1,8,0
1614,6,3,3,6,0
1615,8,6,2,8,0
1616,5,2,3,10,0
1617,1,1,0,5,0
1618,6,4,2,7,0
1619,1,1,0,5,0
1620,0,0,0,5,0
1621,0,0,0,5,0
1622,3,3,0,8,0
1623,9,9,0,9,0
1624,4,1,3,4,1
1625,7,5,2,8,0
1626,1,0,1,7,0
1627,7,6,1,8,0
1628,5,3,2,8,0
1629,3,2,1,5,0
1630,8,7,1,9,0
1631,3,3,0,5,0
1632,4,2,2,4,0
1633,7,6,1,7,0
1634,1,1,0,4,0
1635,1,0,1,4,0
1636,4,3,1,6,0
1637,1,1,0,2,0
1638,5,4,1,6,0
1639,7,7,0,8,0
1640,0,0,0,3,0
1641,5,2,3,7,0
1642,1,1,0,3,0
1643,7,4,3,7,0
1644,2,1,1,2,0
1645,8,7,1,8,0
1646,3,1,2,6,0
1647,5,1,4,7,1
1648,0,0,0,8,0
1649,8,8,0,9,0
1650,3,2,1,7,0
1651,8,6,2,8,0
1652,5,5,0,7,0
1653,2,1,1,4,0
1654,5,1,4,5,1
1655,6,2,4,8,0
1656,8,8,0,8,0
1657,0,0,0,5,0
1658,3,2,1,6,0
1659,5,4,1,7,0
1660,1,1,0,5,0
1661,5,5,0,6,0
1662,6,4,2,8,0
1663,0,0,0,5,0
1664,7,7,0,8,0
1665,7,4,3,7,0
1666,1,1,0,4,0
1667,7,7,0,7,0
1668,3,1,2,5,0
1669,6,5,1,7,0
1670,6,5,1,8,0
1671,2,0,2,3,1
1672,4,2,2,5,0
1673,8,8,0,8,0
1674,4,0,4,7,1
1675,7,6,1,7,0
1676,9,9,0,9,0
1677,7,5,2,7,0
1678,7,3,4,7,1
1679,5,2,3,7,0
1680,0,0,0,4,0
1681,1,1,0,5,0
1682,1,1,0,4,0
1683,1,1,0,5,0
1684,8,7,1,8,0
1685,6,4,2,9,0
1686,0,0,0,4,0
1687,8,6,2,8,0
1688,2,0,2,3,1
1689,4,1,3,5,1
1690,1,1,0,4,0
1691,1,1,0,3,0
1692,8,6,2,8,0
1693,7,7,0,7,0
1694,7,6,1,8,0
1695,1,1,0,4,0
1696,4,2,2,5,0
1697,2,1,1,8,0
1698,1,1,0,4,0
1699,5,4,1,7,0
1700,0,0,0,4,0
1701,0,0,0,3,0
1702,7,5,2,7,0
1703,4,0,4,8,0
1704,0,0,0,2,0
1705,7,6,1,7,0
1706,0,0,0,2,0
1707,8,5,3,8,0
1708,6,1,5,6,1
1709,6,6,0,8,0
1710,4,3,1,7,0
1711,3,1,2,5,0
1712,5,4,1,6,0
1713,2,1,1,7,0
1714,6,2,4,7,1
1715,1,1,0,4,0
1716,1,1,0,4,0
1717,0,0,0,4,0
1718,7,7,0,11,0
1719,5,4,1,9,0
1720,6,4,2,6,0
1721,5,5,0,6,0
1722,6,4,2,8,0
1723,4,1,3,7,0
1724,0,0,0,3,0
1725,4,2,2,6,0
1726,4,1,3,4,1
1727,2,2,0,5,0
1728,1,0,1,5,0
1729,1,1,0,4,0
1730,4,2,2,5,0
1731,1,1,0,3,0
1732,1,0,1,2,0
1733,0,0,0,3,0
1734,4,3,1,6,0
1735,2,1,1,7,0
1736,2,1,1,4,0
1737,4,2,2,8,0
1738,5,4,1,7,0
1739,2,1,1,3,0
1740,4,1,3,7,0
1741,2,1,1,4,0
1742,3,2,1,5,0
1743,4,3,1,9,0
1744,6,1,5,7,1
1745,1,1,0,3,0
1746,2,1,1,7,0
1747,2,0,2,8,0
1748,1,1,0,3,0
1749,5,4,1,7,0
1750,1,0,1,4,0
1751,4,1,3,4,1
1752,1,1,0,3,0
1753,3,2,1,6,0
1754,2,0,2,4,0
1755,2,2,0,7,0
1756,1,1,0,5,0
1757,2,1,1,2,0
1758,1,0,1,5,0
1759,4,3,1,5,0
1760,0,0,0,5,0
1761,6,6,0,8,0
1762,3,2,1,5,0
1763,3,3,0,4,0
1764,0,0,0,2,0
1765,2,2,0,4,0
1766,4,3,1,5,0
1767,2,2,0,4,0
1768,5,1,4,7,1
1769,3,1,2,5,0
1770,0,0,0,3,0
1771,5,2,3,6,0
1772,7,7,0,9,0
1773,7,5,2,8,0
1774,4,4,0,8,0
1775,1,1,0,4,0
1776,5,3,2,7,0
1777,3,1,2,4,0
1778,3,1,2,5,0
1779,4,2,2,5,0
1780,1,0,1,3,0
1781,3,2,1,7,0
1782,7,5,2,8,0
1783,6,5,1,8,0
1784,0,0,0,4,0
1785,0,0,0,3,0
1786,4,2,2,4,0
1787,7,5,2,7,0
1788,0,0,0,3,0
1789,3,3,0,7,0
1790,7,6,1,7,0
1791,4,1,3,7,0
1792,9,7,2,10,0
1793,5,4,1,7,0
1794,4,3,1,7,0
1795,5,2,3,6,0
1796,3,1,2,7,0
1797,5,5,0,5,0
1798,1,1,0,7,0
1799,4,1,3,6,0
1800,2,1,1,5,0
1801,0,0,0,4,0
1802,6,5,1,7,0
1803,5,5,0,7,0
1804,2,0,2,4,0
1805,3,2,0,9,0
1806,5,4,0,5,0
1807,9,8,0,11,0
1808,3,2,1,5,0
1809,8,7,0,10,0
1810,6,6,0,6,0
1811,4,0,3,7,0
1812,9,7,1,14,0
1813,4,1,2,7,0
1814,8,5,2,11,0
1815,2,2,0,5,0
1816,7,1,5,11,0
1817,4,3,0,7,0
1818,1,1,0,2,0
1819,4,2,1,11,0
1820,3,1,1,9,0
1821,8,6,1,8,0
1822,2,1,0,8,0
1823,4,1,2,8,0
1824,7,4,2,10,0
1825,9,7,1,11,0
1826,5,2,2,6,0
1827,3,2,0,7,0
1828,11,7,3,12,0
1829,7,1,5,9,1
1830,7,4,2,12,0
1831,7,4,2,8,0
1832,1,1,0,4,0
1833,3,3,0,5,0
1834,1,1,0,3,0
1835,6,6,0,7,0
1836,6,5,0,7,0
1837,1,0,0,5,0
1838,2,0,1,9,0
1839,8,5,2,12,0
1840,6,2,3,10,0
1841,9,7,1,10,0
1842,10,3,6,11,1
1843,2,1,0,6,0
1844,4,3,0,8,0
1845,8,7,0,10,0
1846,9,6,2,13,0
1847,1,0,0,8,0
1848,2,1,0,8,0
1849,1,0,0,5,0
1850,4,3,0,10,0
1851,7,3,3,10,0
1852,1,1,0,4,0
1853,10,9,0,11,0
1854,9,8,0,11,0
1855,8,7,0,9,0
1856,7,5,1,9,0
1857,3,3,0,4,0
1858,3,2,0,6,0
1859,3,2,0,8,0
1860,3,2,0,9,0
1861,5,4,0,9,0
1862,7,6,0,7,0
1863,5,2,2,12,0
1864,5,5,0,6,0
1865,2,0,1,6,0
1866,2,1,0,6,0
1867,4,1,2,5,0
1868,5,4,0,8,0
1869,2,1,0,9,0
1870,7,3,4,8,0
1871,3,1,1,7,0
1872,6,5,0,7,0
1873,2,1,1,3,0
1874,2,1,0,6,0
1875,11,9,1,14,0
1876,3,1,1,6,0
1877,5,3,1,9,0
1878,9,7,1,9,0
1879,1,0,0,7,0
1880,1,1,0,5,0
1881,7,4,2,10,0
1882,1,1,0,2,0
1883,4,3,0,8,0
1884,3,0,2,10,0
1885,5,4,0,7,0
1886,5,4,0,10,0
1887,2,1,0,6,0
1888,7,5,1,7,0
1889,4,1,2,8,0
1890,6,3,2,7,0
1891,1,1,0,3,0
1892,1,0,0,7,0
1893,2,0,1,6,0
1894,5,1,3,6,0
1895,3,1,1,8,0
1896,6,2,3,9,0
1897,1,0,0,4,0
1898,2,0,1,5,0
1899,4,1,2,6,0
1900,4,2,1,8,0
1901,3,1,1,5,0
1902,1,0,0,5,0
1903,5,4,1,5,0
1904,7,5,1,8,0
1905,4,1,3,4,1
1906,2,1,1,3,0
1907,0,0,0,3,0
1908,6,2,3,7,0
1909,0,0,0,3,0
1910,2,0,1,7,0
1911,5,2,2,8,0
1912,1,1,0,4,0
1913,5,4,1,6,0
1914,1,1,0,2,0
1915,5,1,3,5,1
1916,1,0,0,6,0
1917,2,1,1,5,0
1918,9,4,4,10,0
1919,6,3,2,10,0
1920,2,0,1,8,0
1921,2,1,0,6,0
1922,2,2,0,3,0
1923,7,5,1,8,0
1924,5,1,3,10,0
1925,1,0,0,9,0
1926,5,2,3,5,1
1927,6,4,1,7,0
1928,7,6,0,7,0
1929,4,1,2,11,0
1930,8,3,4,11,0
1931,1,0,0,8,0
1932,3,2,0,6,0
1933,7,6,0,8,0
1934,2,0,1,4,0
1935,0,0,0,4,0
1936,2,1,0,5,0
1937,2,1,0,6,0
1938,1,1,0,4,0
1939,8,7,0,8,0
1940,4,3,1,8,0
1941,0,0,0,3,0
1942,7,6,0,8,0
1943,7,2,4,8,0
1944,3,1,2,5,0
1945,7,7,0,8,0
1946,0,0,0,5,0
1947,7,3,3,7,0
1948,6,3,2,8,0
1949,7,5,1,8,0
1950,5,2,3,7,0
1951,8,7,1,9,0
1952,7,5,1,8,0
1953,8,7,0,11,0
1954,7,6,0,8,0
1955,5,5,0,7,0
1956,0,0,0,3,0
1957,0,0,0,4,0
1958,0,0,0,4,0
1959,6,5,1,10,0
1960,6,3,2,9,0
1961,5,2,2,10,0
1962,3,1,2,5,0
1963,4,1,2,9,0
1964,8,6,1,8,0
1965,8,7,0,9,0
1966,2,2,0,5,0
1967,3,1,2,7,0
1968,1,0,1,5,0
1969,7,6,1,8,0
1970,0,0,0,4,0
1971,4,2,2,9,0
1972,0,0,0,5,0
1973,1,0,1,6,0
1974,4,4,0,7,0
1975,3,1,2,7,0
1976,6,5,0,7,0
1977,5,3,2,8,0
1978,1,0,0,5,0
1979,3,1,1,5,0
1980,2,0,2,4,0
1981,3,1,2,7,0
1982,5,5,0,7,0
1983,4,4,0,4,0
1984,1,1,0,2,0
1985,1,0,1,5,0
1986,2,1,1,5,0
1987,1,1,0,2,0
1988,0,0,0,2,0
1989,0,0,0,2,0
1990,2,2,0,3,0
1991,4,3,1,8,0
1992,2,0,2,3,1
1993,1,0,1,4,0
1994,2,1,1,5,0
1995,7,5,1,7,0
1996,2,2,0,7,0
1997,1,0,1,4,0
1998,6,4,2,6,0
1999,4,3,1,8,0
2000,5,4,0,6,0
2001,1,0,1,3,0
2002,1,0,1,2,0
2003,4,4,0,5,0
2004,6,4,1,7,0
2005,0,0,0,1,0
2006,2,1,1,2,0
2007,1,0,0,3,0
2008,4,3,0,9,0
2009,2,0,1,5,0
2010,7,6,0,7,0
2011,2,1,0,5,0
2012,2,1,0,5,0
2013,6,2,3,8,0
2014,7,2,4,9,0
2015,2,1,0,6,0
2016,9,5,3,9,0
2017,4,2,1,6,0
2018,2,1,0,6,0
2019,6,5,0,7,0
2020,8,5,2,9,0
2021,5,4,0,10,0
2022,8,6,1,9,0
2023,7,4,2,7,0
2024,5,2,2,8,0
2025,4,2,1,7,0
2026,5,2,2,8,0
2027,2,1,0,7,0
2028,5,2,2,10,0
2029,6,1,4,7,1
2030,1,0,0,5,0
2031,1,0,0,6,0
2032,7,6,0,9,0
2033,9,4,4,9,0
2034,1,0,0,6,0
2035,6,5,0,6,0
2036,5,4,0,10,0
2037,1,0,0,8,0
2038,5,2,2,6,0
2039,6,5,0,10,0
2040,7,6,0,7,0
2041,7,6,0,7,0
2042,5,4,0,6,0
2043,3,1,1,5,0
2044,7,6,0,8,0
2045,7,5,1,7,0
2046,2,0,1,4,0
2047,5,4,0,5,0
2048,6,5,0,7,0
2049,7,4,2,8,0
2050,6,5,0,8,0
2051,8,1,6,8,1
2052,7,4,2,8,0
2053,7,6,0,7,0
2054,1,0,0,3,0
2055,6,5,0,6,0
2056,4,1,2,7,0
2057,4,2,1,8,0
2058,5,4,0,7,0
2059,4,2,1,10,0
2060,3,2,0,5,0
2061,1,0,0,3,0
2062,5,1,3,6,0
2063,2,0,1,4,0
2064,4,3,0,5,0
2065,2,0,1,4,0
2066,7,5,2,7,0
2067,0,0,0,4,0
2068,5,4,1,6,0
2069,3,3,0,4,0
2070,0,0,0,3,0
2071,0,0,0,4,0
2072,1,0,1,3,0
2073,1,0,1,2,0
2074,1,0,1,3,0
2075,1,0,1,2,0
2076,3,1,2,5,0
2077,8,7,1,8,0
2078,1,1,0,1,0
2079,5,5,0,8,0
2080,5,4,1,5,0
2081,0,0,0,2,0
2082,0,0,0,2,0
2083,5,3,2,6,0
2084,0,0,0,2,0
2085,0,0,0,2,0
2086,1,0,1,4,0
2087,1,0,1,1,1
2088,0,0,0,1,0
2089,6,6,0,7,0
2090,8,8,0,8,0
2091,8,8,0,8,0
2092,8,5,3,9,0
2093,5,2,3,5,1
2094,9,7,2,9,0
2095,5,2,3,8,0
2096,4,2,2,10,0
2097,5,4,1,9,0
2098,7,6,1,7,0
2099,8,7,1,8,0
2100,7,5,2,7,0
2101,8,7,1,9,0
2102,1,1,0,3,0
2103,7,6,1,7,0
2104,7,5,2,7,0
2105,1,1,0,5,0
2106,6,3,3,6,0
2107,7,7,0,9,0
2108,4,3,1,8,0
2109,6,4,2,7,0
2110,6,5,1,7,0
2111,8,5,3,8,0
2112,7,5,2,7,0
2113,8,5,3,9,0
2114,1,0,1,4,0
2115,7,5,2,7,0
2116,8,7,1,9,0
2117,8,8,0,8,0
2118,6,5,1,6,0
2119,8,7,1,9,0
2120,8,7,1,8,0
2121,7,5,2,8,0
2122,9,9,0,9,0
2123,2,1,1,4,0
2124,8,8,0,8,0
2125,8,8,0,8,0
2126,7,6,1,7,0
2127,1,0,1,4,0
2128,7,6,1,7,0
2129,7,6,1,7,0
2130,9,7,2,9,0
2131,6,5,1,8,0
2132,6,3,3,7,0
2133,3,3,0,5,0
2134,5,0,5,7,1
2135,7,7,0,8,0
2136,7,7,0,8,0
2137,6,3,3,6,0
2138,8,7,1,8,0
2139,7,5,2,7,0
2140,5,2,3,5,1
2141,8,7,1,8,0
2142,8,4,4,9,0
2143,5,3,2,5,0
2144,5,2,3,5,1
2145,8,2,6,9,1
2146,7,6,1,8,0
2147,8,8,0,8,0
2148,7,7,0,9,0
2149,8,4,4,9,0
2150,7,4,3,8,0
2151,1,1,0,4,0
2152,7,5,2,7,0
2153,7,7,0,8,0
2154,1,1,0,5,0
2155,7,3,4,7,1
2156,7,3,4,8,0
2157,7,7,0,8,0
2158,7,4,3,7,0
2159,6,2,4,6,1
2160,9,7,2,11,0
2161,8,7,1,9,0
2162,4,1,3,8,0
2163,1,0,1,4,0
2164,6,2,4,8,0
2165,10,4,6,10,1
2166,5,2,3,6,0
2167,8,8,0,9,0
2168,7,3,4,9,0
2169,7,5,2,8,0
2170,7,2,5,7,1
2171,8,8,0,9,0
2172,4,3,1,7,0
2173,2,1,1,4,0
2174,7,6,1,7,0
2175,7,5,2,7,0
2176,8,7,1,8,0
2177,8,6,2,8,0
2178,5,3,2,7,0
2179,4,2,2,4,0
2180,4,1,3,5,1
2181,3,2,1,7,0
2182,5,2,3,6,0
2183,9,6,3,9,0
2184,9,5,4,9,0
2185,7,5,2,7,0
2186,5,4,1,6,0
2187,7,1,6,8,1
2188,6,5,1,7,0
2189,7,6,1,7,0
2190,4,1,3,4,1
2191,8,8,0,9,0
2192,3,1,2,4,0
2193,8,5,3,9,0
2194,3,1,2,7,0
2195,8,6,2,9,0
2196,9,7,2,9,0
2197,8,6,2,8,0
2198,8,6,2,8,0
2199,7,5,2,7,0
2200,8,2,6,8,1
2201,7,7,0,9,0
2202,8,7,1,8,0
2203,8,1,7,8,1
2204,7,7,0,8,0
2205,4,1,3,4,1
2206,5,5,0,7,0
2207,7,3,4,7,1
2208,7,5,2,8,0
2209,3,2,1,5,0
2210,7,6,1,7,0
2211,6,3,3,6,0
